Name,Ticker,"Sub-Sector","Market Cap","Domestic Institutional Holding","Mutual Fund Holding","Foreign Institutional Holding","Promoter Holding","MF Holding Change – 3M"," MF Holding Change – 6M","FII Holding Change – 3M","Promoter Holding Change – 6M ","DII Holding Change – 3M","DII Holding Change – 6M","FII Holding Change – 6M","Promoter Holding Change – 3M","Insurance Firms Holding","Retail Investor Holding"
Vadilal Industries Ltd,VADILALIND,"FMCG - Foods","3269.42041465","0","0","0.3792938898109722","64.72612735693527","0","0","-0.0709115268446805","0","0","0","0.2982263075225764","0","0","18.520902692467686"
Kolte-Patil Developers Ltd,KOLTEPATIL,"Real Estate","3265.529432685","4.958314984068885","2.444406876448444","4.5057122936118095","69.44656065939543","-0.8870932737599473","0.04061343336016199","-0.25961520206018474","-4.9999994079290815","-1.065365826343048","0.44228223654761933","1.9192636574543993","0","1.2861082835339197","13.451272280796237"
Prakash Industries Ltd,PRAKASH,"Iron & Steel","3256.065996698","0.112211825119799","0.007708207642428778","4.949427618955823","44.24079149645096","0","0","0.035412301076492625","0","0.012133558668671038","0.08972378265559358","-0.9486941889177274","0","0.00011168078299664993","21.57048711120283"
Arvind Smartspaces Ltd,ARVSMART,"Real Estate","3249.6287594650003","12.340769415251367","1.344274959961598","1.8172526101426425","50.26837701016051","-1.2361161433423267","-1.4091933888827548","1.4033718609476944","-0.16640757516955773","-1.1784918741030577","0.6814618400955794","1.3270158010198276","-0.13081490901358706","0.0000879856110091468","12.354708535675494"
Kitex Garments Ltd,KITEX,"Apparel & Accessories","3230.9025","0","0","0.8220135338345865","56.65783759398496","0","0","-0.14066466165413538","0","0","0","-0.02088872180451129","0","0","23.54698345864662"
Solara Active Pharma Sciences Ltd,SOLARA,"Pharmaceuticals","3200.2567668799998","2.8290941954822033","1.2816426090297184","14.002010081571914","37.26629406177674","-0.4274901741002657","-0.4273762734005071","-1.7998895987477148","6.780343949227571","-0.1431140059960221","1.077823709573206","-2.6200051957344783","6.780343949227571","0","16.06322903526709"
Venky's (India) Ltd,VENKEYS,"Packaged Foods & Meats","3198.6000754799998","0.21651361194195978","0.06390846360163482","1.4012656473871283","56.106889194663914","0.007971698836458499","0.022097861511928156","0.14675592319229125","0","0.007971698836458485","0.09480145855823983","0.3328237503527991","0","0","24.22966272686333"
Hindustan Oil Exploration Company Ltd,HINDOILEXP,"Oil & Gas - Exploration & Production","3194.9978622400004","0.5386640073659995","0.13066750026158228","1.8033255358614078","0","-0.41343496833325133","-0.3802703364402863","0.4894978073329681","0","-0.15617200809335585","-0.09654100481424055","0.5582234120024041","0","0","25.01068163844594"
GTL Infrastructure Ltd,GTLINFRA,"Telecom Infrastructure","3188.948215803","42.18075241194497","0.0000016709584600947246","0.16851752713854604","3.280575691557819","0","0","0.046809105917830746","0","-1.072905210108111","-2.239499772717906","0.06535975098846694","0","3.327682993286823","19.157163341524125"
Max Ventures and Industries Ltd,MAXVIL,"Packaging","3181.04884128","0.005524195596106921","0.000630715245224806","30.22103633256919","49.50998182996374","-1.3256270074441662e-7","-1.3256270074441662e-7","0.049753539036963446","-0.010405927167411733","-0.0000011610664134168239","-0.000010678166964018208","0.196279498906911","-0.010405927167411733","0","6.021217559895383"
SJS Enterprises Ltd,SJS,"Auto Parts","3178.5917486400003","31.755942669324575","24.28306370172419","15.948003447655488","21.804890562197755","-1.3414146780014526","-4.590342182899981","0.8378207497516623","0","-0.30820702325775784","-0.17968352502153806","3.09899470015759","0","3.0618884574164547","18.370167650495986"
KCP Ltd,KCP,"Cement","3175.1992496400003","0.5543930879926926","0.0042661732178022604","1.6924832199772324","43.95048415636347","0","0","0.15491871155983983","0","-0.49901040294704146","-0.07488219932243856","-0.20657896655599473","0","0.5466441660934481","28.512440471370255"
Confidence Petroleum India Ltd,CONFIPET,"Oil & Gas - Storage & Transportation","3163.931452489","0.5181599432915337","0.4298204662209659","1.9448671788572494","55.88555023889688","-0.7168166921235548","-0.8194460815698088","-0.132411651925048","-5.742967148686574","-0.6705225994834326","-0.731106604499241","-0.1807083885159746","-0.23786821412568315","0","23.176830082368845"
Fusion Finance Ltd,FUSION,"Consumer Finance","3101.5630302","22.790890490897276","16.274325621114254","3.9580134935416513","57.710059358734824","-0.14406989000670478","0.5167510633747643","-2.0114926286986483","0.009898649215493549","-0.48520604805487366","-0.019837882892744574","-2.784419743905117","0","4.0751778651157595","8.272833696704497"
Genesys International Corporation Ltd,GENESYS,"IT Services & Consulting","3094.8336959400003","0.06565893004126866","0","8.223972913772098","37.85717637205825","0","-0.006079009039063553","-0.3242233544010418","-1.7644883069486639","-0.032344050892218645","0.011946920610029735","3.548345400134898","-0.05547318232168408","0","16.09987268733465"
ADF Foods Ltd,ADFFOODS,"Packaged Foods & Meats","3077.27929595","23.376492458671137","0.002730658868390389","9.51396502180727","36.32555898066143","0","0","-0.04194656109696737","0.04915185963102431","2.294385141866151","3.3017825422515976","-0.05516568067884542","-0.09193218190247876","0","12.881363476227042"
Welspun Specialty Solutions Ltd,WELSPLSOL,"Iron & Steel","3060.2046975880003","0.003190029414599079","0.0031655052381414873","0.004478680563689932","55.16614982404959","0","0","0","0","0","0","0","0","0","4.659497128064246"
Ashapura Minechem Ltd,ASHAPURMIN,"Metals - Diversified","3052.5364615900003","0.40889977522163623","0.32409781879712074","15.528701905106601","47.696104995307145","-0.036861941449731206","-0.036861941449731206","-0.9229812784957865","2.309725088711936","-0.04060677166377141","-0.08802053282341782","-1.670705812555596","2.309725088711936","0","18.29190908645719"
CARE Ratings Ltd,CARERATING,"Stock Exchanges & Ratings","3049.7266902650003","26.149967102054855","11.35680644728768","23.371598573710575","0","-0.7220805648310265","-0.027720679605545584","0.4626205727228374","0","-0.7390105726578149","-0.17509076507921506","1.700396749369716","0","10.09463522842768","20.32312482884132"
NRB Bearings Ltd,NRBBEARING,"Industrial Machinery","3047.731157","17.580848016871194","17.576721012436728","13.685565595640234","50.68831727584692","-1.013341573585521","-2.115463266565282","-0.6449290464762587","0.019751843223360765","-1.0092145691510552","-2.1113362621308163","-0.628015550552707","0","0","14.04770713951132"
Stove Kraft Ltd,STOVEKRAFT,"Home Electronics & Appliances","3040.10079282","4.6864495169530915","3.7393077929679928","0.9293877521011816","55.879373923790254","1.3317838847850725","1.7792456976344282","0.15568006531815748","0","1.2504992548202956","1.6642745095654363","0.5112617455549038","0","0","17.889774035929527"
Rane Holdings Ltd,RANEHOLDIN,"Auto Parts","3038.46053329","1.7739976770945738","0.4692596742259264","0.48582384033852816","46.57359543050338","0.0700387573471532","-0.041399909467902174","0.08356324139088844","0","0.18286419155768252","0.07142552474262676","0.07793912917591211","0","1.1810145380149013","25.210716854385712"
Dishman Carbogen Amcis Ltd,DCAL,"Labs & Life Sciences Services","3035.63428539","1.4749842768443882","1.2756643182735996","8.042552674444908","59.32236635588804","-0.8907178417418022","-2.169609548784581","-0.6564272761677525","0","-0.8907178417418022","-2.2110681001673047","-0.5627704951225763","0","0","16.490481323895285"
Shalby Ltd,SHALBY,"Hospitals & Diagnostic Centres","3025.120364775","0.055897721104303806","0.00034719081431244597","5.35190659141298","74.24640659821792","0.00002222021211599652","0.00008147411109198728","0.47672631836916235","0.12498869315247418","0.05557275050210736","0.055632004401083346","0.7315597468636401","0.00925842171498914","0","7.432872970658118"
Sagar Cements Ltd,SAGCEM,"Cement","3022.481339952","17.081379263575506","5.304463365803481","2.644309416622214","48.30986883787308","-0.2880430440023245","-0.09291506256394566","-0.0609046694074622","0","-0.18188544092342696","0.030748033005714603","-0.1981117417947429","0","1.0147386438616384","8.601963828439349"
ideaForge Technology Ltd,IDEAFORGE,"Aerospace & Defense Equipments","3019.5485663","3.4102145022149686","2.7846187922592676","2.925607367684775","29.328512473770108","-0.3100624135854737","-1.7651263671930395","0.17647329332711958","-0.009692757475558977","-0.3656274979920022","-2.985747978278121","-0.5412013214997842","-0.0031992013806600994","0.1538820237817673","28.800193518302635"
TCPL Packaging Ltd,TCPLPACK,"Packaging","3011.8944976049997","9.202538461538461","6.677901098901098","0.7819120879120879","55.73597802197801","0.609912087912087","0.683934065934066","-0.022252747252747285","0","1.1990549450549448","2.7064505494505484","0.04212087912087914","0","0","13.28123076923077"
NIBE Ltd,NIBE,"Textiles","3008.64125276","0.5130601973844352","0","7.88830578079998","53.0776407316777","0","0","-1.695301212248017","3.1173028290362055","-0.22732687453086298","-0.2667414883213327","-3.1456234548908046","3.1173028290362055","0","24.268404836741237"
Oriental Hotels Ltd,ORIENTHOT,"Hotels, Resorts & Cruise Lines","3008.32458792","2.6880862498920766","2.6845028067878025","0.7301388505815088","67.5536433034015","0","0.7642812245834496","0.15049677159771957","0.0000055991298495428055","0","0.7642812245834498","0.036792442160148764","0.0000055991298495428055","0","14.76065791567464"
SMS Pharmaceuticals Ltd,SMSPHARMA,"Pharmaceuticals","3006.8401056","2.1314279173222426","2.1314279173222426","0.17085591450080997","64.67064050324606","0.15010862704651018","2.131098332786585","-0.002685109855014689","0.3543919738250878","0.1477460138876765","2.131098332786585","-0.4197973752076589","0","0","20.548524353166723"
