Name,Ticker,"Sub-Sector","Market Cap","Return on Equity","Return on Assets","Net Profit Margin","5Y Avg Return on Equity","5Y Avg Return on Assets","5Y Avg Net Profit Margin","5Y Avg EBITDA Margin","EBITDA Margin","5Y Avg Return on Investment","Return on Investment","5Y Avg Cash Flow Margin","Cash Flow Margin","ROCE"
Reliance Industries Ltd,RELIANCE,"Oil & Gas - Refining & Marketing","1980407.5701076603","7.935513763564524","4.142960430595103","7.58805372814188","7.974433732096264","4.069443772103736","7.9464806657646845","18.235131562639065","19.474162623105194","6.740864835825614","6.697025301510205","13.312224712011863","17.306443104583284","9.41642403480641"
Tata Consultancy Services Ltd,TCS,"IT Services & Consulting","1572475.1066355698","50.303246130667034","31.843957118728127","18.713898457085786","42.99098313234969","28.682589155697553","19.221259081856413","28.408976266755282","27.621629333713795","40.21781146794841","46.99617475337226","20.008347398298696","18.073904979312314","63.17426133161581"
HDFC Bank Ltd,HDFCBANK,"Private Banks","1292493.0053462","16.85673681150032","1.9512492696450114","15.701681666164507","16.688333103024526","1.9297415492711827","19.963981651886204","27.44783773059935","19.524926753350307",,,"4.698014115818802","4.67391775634771","4.615515635159734"
Bharti Airtel Ltd,BHARTIARTL,"Telecom Services","990567.73873839","7.04406716343988","1.684457579619208","4.844699702583305","-6.097287985534595","-1.898531197538368","-6.9374181308937555","37.22246167476711","48.573061730830105","3.681427642510065","9.376963608362528","41.110915115393546","51.190315531586904","11.645471225779733"
ICICI Bank Ltd,ICICIBANK,"Private Banks","907662.5288359651","18.019082409233544","2.043208035755186","18.74970582033642","13.762044777740817","1.4705738181544832","14.15250204633116","20.94864735670497","26.423563724324907",,,"48.047574499629434","66.63531292221799","6.528727006172"
Infosys Ltd,INFY,"IT Services & Consulting","783709.666210575","31.941603350866938","20.131534518218373","16.563224124105794","29.04713482544775","19.62189593579788","17.420113464760377","26.927325960739985","25.972812395426217","26.326842981679015","27.58004544515596","18.201362939046483","15.91731331409702","37.49820006994014"
State Bank of India,SBIN,"Public Banks","707498.65070535","16.722561093597644","1.055416680785702","11.282792125937377","12.157484754845841","0.7423886740699532","8.583260453109467","12.90736180204345","15.992797543253177",,,"5.896382028261625","3.6383019195731268","5.124775276540176"
Hindustan Unilever Ltd,HINDUNILVR,"FMCG - Household Products","675707.20308227","20.16185197900829","13.561088898565641","16.338632750397455","34.21582681241548","18.639600431164013","16.624862519231378","24.671736822606963","24.604133545310017","31.535860594159942","20.055947228155066","19.220994207638295","24.593004769475357","21.73349793486047"
Life Insurance Corporation Of India,LICI,"Insurance","644264.26582386","63.31293790764639","0.8270390790101415","4.753262806361692","115.56795732654723","0.3807190408767106","2.1397977328071187","3.290854369815181","5.515770693982745","41.32863880457993","49.35590762802231","5.846008925590692","3.0345958200990077","0.8951120156999925"
ITC Ltd,ITC,"FMCG - Tobacco","634573.020095235","28.330617807699795","23.04112178888152","27.783495809480225","25.461642363991558","20.948441592743286","26.644893033165708","38.643472775819376","39.43200683900432","24.83784347466219","27.314684533483","25.357020929743417","23.329288687871294","34.86894078761706"
Larsen and Toubro Ltd,LT,"Construction & Engineering","512934.9724705","12.671558001460156","3.9051457973857677","5.7941247120820405","11.87885194558682","3.3822424938862974","6.225633683327308","17.555527552088726","14.9573188819967","9.431965987302355","10.31255362726359","10.497168599036707","8.104465338434995","18.480366647449426"
HCL Technologies Ltd,HCLTECH,"IT Services & Consulting","475332.30518685","23.493854221996123","16.3344707057257","14.094140456699698","22.543559597691598","15.386804094900347","14.845243433012204","24.78156813060128","23.062078127244003","20.14168565520254","21.957611206419106","20.32181695718796","20.149360907654746","28.21185107498689"
Bajaj Finance Ltd,BAJFINANCE,"Consumer Finance","471975.55668495","22.051521153288157","4.439902285201667","26.279560975920226","19.190106528696678","3.819786965731102","22.55669032790061","31.76117777085387","36.357220338551535","3.4766295042208633","3.905286973736273","-89.34488052768795","-132.31486002493176","5.654878505846499"
Sun Pharmaceutical Industries Ltd,SUNPHARMA,"Pharmaceuticals","440517.900492","15.14993026499303","11.536436755826355","19.19607786931991","10.185291133009505","7.501728214434611","13.232142196918815","21.72625140330927","27.828798466619777","9.257814806868641","13.945581420990502","19.12212706993018","24.324851459804194","16.57741307782545"
NTPC Ltd,NTPC,"Power Generation","401587.42793961003","13.168919237436327","4.4927447520208","11.317465559501056","11.742079635439694","3.8972504048625085","11.02508833220512","31.704284077188426","30.80387112442595","7.2757119969738","8.231729433342569","25.3293356932054","22.178581218878772","10.625272563488329"
Maruti Suzuki India Ltd,MARUTI,"Four Wheelers","383700.04533533996","16.8353967455544","12.52327537102487","9.225489002488288","11.424191524274244","8.53852325866595","6.702119008786963","12.410903125891991","15.645001771475561","10.908809024165317","15.954596021671161","7.790281334010682","11.491404581760776","19.717567426915725"
Axis Bank Ltd,AXISBANK,"Private Banks","383678.81674458","18.34298083205708","1.842765542284529","19.121909109513975","9.942664235926706","0.9876881974431925","11.45726619923782","20.215895711431603","26.49947793076222",,,"20.7415281829502","-4.025433555166861","7.785822207657965"
Kotak Mahindra Bank Ltd,KOTAKBANK,"Private Banks","365754.43860764","15.034466072732451","2.6233257478664327","19.31945964689489","13.883883495178448","2.3505787785853363","19.319321742183206","26.32452967275849","26.152654536127763",,,"26.037335942660288","16.637689048857737","7.3961770775843"
Oil and Natural Gas Corporation Ltd,ONGC,"Oil & Gas - Exploration & Production","365331.30814224","14.726500362138646","7.421976180909794","8.119548386107024","11.251883774188014","5.379634648306854","6.154337800521191","16.158614401774354","19.105152174641024","8.99628592838591","11.464180096639781","15.551777252266852","16.374358904145296","15.615340439495684"
Tata Motors Ltd,TATAMOTORS,"Four Wheelers","354119.4567646","43.102956454319454","8.917725407438263","7.062487529231172","-3.091636326859434","-0.33791299353056575","-1.2397869152115568","10.084159795473756","14.667682224825427","4.21697972223052","20.655613598225933","10.382721173449871","15.275964464041639","19.367111203310667"
Avenue Supermarts Ltd,DMART,"Retail - Department Stores","342623.97496336","14.585698462048079","12.914275530208506","4.979201056713535","13.43563802801863","11.902848984689022","5.0102051261002085","8.45365070913952","8.344353854538541","11.989966635878778","13.449285880919657","5.34210848386572","5.390841083037142","18.3368814390825"
Adani Enterprises Ltd,ADANIENT,"Commodities Trading","337018.53140122996","7.89399234907405","2.1463588060241037","3.296153526041299","6.136189552109822","1.9217357190732423","2.2329903748931734","8.30466267365826","12.741799831791425","6.878568033054398","7.11826795464766","8.341724476892738","10.49237129530577","8.136095550490683"
Mahindra and Mahindra Ltd,M&M,"Four Wheelers","336486.49030176003","15.371933137252714","5.133719814998856","7.914698054701859","9.631731420563991","3.133187780660736","5.111664986751403","17.724759627068472","19.79951413200471","7.916137317376699","10.07584528702421","4.344042898813426","-3.954279692409092","14.742163851367367"
UltraTech Cement Ltd,ULTRACEMCO,"Cement","335202.07043782005","12.218351091222614","7.290135042336652","9.790753224099944","13.268363652525972","7.141875881725937","11.372063091015425","21.788088809614848","18.918334915041996","11.314164561509447","11.122058488942892","19.024294672397808","15.23128121195688","14.061521575993897"
Titan Company Ltd,TITAN,"Precious Metals, Jewellery & Watches","330461.4782546","32.83091515236888","11.938463639933751","6.772831182920687","25.302657946296087","11.069389676055213","6.748485193186558","11.433427255060828","11.2867604324073","14.567053083416752","16.51217848400947","4.2919985052823915","3.283738230849704","34.90478092955121"
Bajaj Auto Ltd,BAJAJ-AUTO,"Two Wheelers","328536.80179572","26.432494221501035","20.69877956727793","16.550507535957795","22.310302696309712","18.17876059402987","16.52176965894685","22.009395026591623","22.46996395416846","21.62655732782043","25.162142063136294","12.476698270432781","14.081149069309856","33.387036955011254"
Asian Paints Ltd,ASIANPAINT,"Paints","313930.412771535","30.44491472855684","19.61285989069704","15.035457126107206","26.46625870818739","16.87355047065239","12.888277283029131","21.005953671586106","23.146854706602028","23.091318949622426","25.871698223495606","12.724546111659201","16.807060529484637","35.29442551125454"
Power Grid Corporation of India Ltd,POWERGRID,"Power Transmission & Distribution","310919.18566917","18.302911064961553","6.1914402438924485","33.13386834630014","19.28656384403654","5.609613537724746","31.66789524821818","86.65177912927399","85.91775063919219","10.8604835148609","11.556896159199985","73.47572565725898","79.33812942905357","13.185407608354241"
Adani Green Energy Ltd,ADANIGREEN,"Renewable Energy","309013.05580823997","8.871683200258085","1.4194006258266396","10.233510093962229","11.487726467947256","0.9670668360960366","7.0154812728624005","67.99378866661255","79.82137873290539","6.640444341148282","7.418657206036012","66.01393102653788","71.75551214066425","10.822068786670556"
Adani Ports and Special Economic Zone Ltd,ADANIPORTS,"Ports","308640.6524616","15.946559059152545","7.066174907832246","28.750959766720857","14.579220003909976","6.287199492954627","27.831569428010415","59.33620190165518","57.639069577504124","9.451533517202643","10.441910003696798","53.09059563565568","53.23498988655787","12.305520416216002"
Bajaj Finserv Ltd,BAJAJFINSV,"Insurance","300915.58493214","8.9845216454206","1.728393980125227","7.380840247161254","8.22315766698548","1.620134497987085","7.086938608476153","18.398266561014367","20.178403891111145","2.115480073897065","2.0747680843247416","-39.000090565061655","-62.20991204996707","5.870087927614709"
Coal India Ltd,COALINDIA,"Mining - Coal","300186.49680817","51.5198953796922","16.337678795172593","24.81576253804327","49.51160654260464","12.471603945936064","18.375338798057072","29.765723350405757","37.398779948684954","40.949425349399604","42.41905520596934","17.80495026762478","12.011088914674763","28.429759242825952"
Hindustan Aeronautics Ltd,HAL,"Aerospace & Defense Equipments","296778.937875","28.91268018141915","10.148758706155615","23.59152902194082","26.14341905020217","7.923095462449385","18.19082640631814","27.864304411630446","36.13984320295392","23.471052497898178","26.25273491680749","33.61433598687197","25.45435296608674","24.580562760872713"
Wipro Ltd,WIPRO,"IT Services & Consulting","281198.868392315","14.495602839485603","9.540945853845207","11.954831147155954","17.501643175650607","11.527535671523841","14.244414749968353","22.983584764599204","20.979618166684894","15.026564135205101","13.497359322037624","17.091769514185657","19.07283277285366","17.877848910792046"
Trent Ltd,TRENT,"Retail - Apparel","260785.6013896","43.952015797657474","19.507612534834987","11.125394903629278","13.167792183260058","5.430016425831206","3.3429188311474833","16.969414623545315","22.14603090986094","13.158886349505647","31.669962668087493","7.679554766145963","10.094118386533395","40.71843395702701"
Adani Power Ltd,ADANIPOWER,"Power Generation","251356.71078497003","56.77420638582015","23.42547589206424","34.552552458897814","22.451239222675373","8.15792256185213","14.263297719855407","36.560078746286315","46.63278008436421","15.715353314886565","31.14287070095532","24.082126864038315","23.506639186695484","31.723307307895666"
Nestle India Ltd,NESTLEIND,"FMCG - Foods","250406.0768094",,,"15.529936720732104",,,"14.971644467954096","23.573091672580208","23.582692478553167",,"110.66120008031649","3.297069014877045","16.485345074385226","82.75267664485553"
Zomato Ltd,ZOMATO,"Online Services","240161.1300081","1.7612082591133746","1.5615615615615615","2.7081243731193583","-35.33562052730967","-20.34274044748387","-31.560317883361016","-27.04999294654465","6.859038654424813","-64.58231824836294","1.9995272985109902","-29.0407196792344","4.984183319188334","1.7063883796361585"
Siemens Ltd,SIEMENS,"Conglomerates","240035.73547765","15.869059420964243","9.255203662623302","9.76558414717351","12.369758123981065","7.221133006769452","8.548798761460196","13.786770793228403","14.857293684666603","11.951833769807834","14.947742805687628","7.966554068552398","6.972215720354387","19.28425535613402"
Indian Oil Corporation Ltd,IOC,"Oil & Gas - Refining & Marketing","237872.26056163502","25.185604132473525","9.025775181799723","5.338047991697707","14.463966376984487","4.784832819055092","3.2629120585910436","7.41973642665225","10.365909982189361","9.145247425643177","15.465019635554091","6.3536000704443625","9.09491297644335","24.501539306956197"
JSW Steel Ltd,JSWSTEEL,"Iron & Steel","233162.98775352002","11.998583916560007","4.01973373597575","4.989835729534143","16.96433420833476","5.3917486314436704","7.327937068376396","19.475913196696276","16.793413326236276","11.041745757472663","10.084048640915594","15.815211385594413","6.8392233251603916","13.276031464534427"
Jio Financial Services Ltd,JIOFIN,"Consumer Finance","220395.42848172","1.2670767724307848","1.2352558676385865","70.27636650315347",,,,,"86.60695515066574",,"1.1531275481024976","0","-29.676331464611078","1.351639168891422"
DLF Ltd,DLF,"Real Estate","213050.07853542","7.072033815892695","4.885473263539495","39.19181873837727","3.6322629091038428","2.545026722419675","21.566808462343392","33.28697597778861","38.15478979181818","4.942845438359616","6.966039217475836","30.322613409121118","36.48585725905891","5.57947918569992"
Varun Beverages Ltd,VBL,"Soft Drinks","210091.96778135","33.42902322329403","15.33949825110127","12.752249419114577","22.005826124457705","9.520927684039222","8.341042867858421","19.484537327341833","23.023655961999612","14.038996904630372","18.756117184684847","14.167164454535039","14.829356764756602","27.469260837214527"
Indian Railway Finance Corp Ltd,IRFC,"Specialized Finance","207214.231136","13.663317094749608","1.3147097328278659","24.055106708003336","13.754750554422543","1.3527342682873438","26.35814549309015","26.397502245965235","24.090520979954928","1.314906934671105","1.3902585439754636","-289.03098542958674","29.68984000552222","1.8942849381672229"
Bharat Electronics Ltd,BEL,"Electronic Equipments","206757.094178265","26.366796729858663","10.62333707083447","19.029743466304467","21.683258751192714","8.53252284262384","15.93548085667634","23.967243618433866","27.325275403350215","20.51346114903333","24.359141580676436","22.266791316585532","22.253345292233686","30.1710596713935"
Hindustan Zinc Ltd,HINDZINC,"Mining - Diversified","204927.9715","55.17118782664344","22.37248060897898","25.858161700993136",,,,,"49.09018196360728",,"36.434335409959445","0","44.477771112444174","48.85052485468899"
Interglobe Aviation Ltd,INDIGO,"Airlines","190220.126290185",,"11.559812083001342","11.473153041449839",,"-3.440110887644078","-9.97056346035318","13.428094949607607","26.228774036531206",,"23.23818497666418","13.76114682720188","29.786935942079285","23.834800905919725"
LTIMindtree Ltd,LTIM,"IT Services & Consulting","188495.16176913","25.02129657944175","17.959969191995437","12.651129658824557","30.01949594392744","20.53972085562578","13.856665246144493","21.294331060121984","19.57348235313609","25.0166157647822","21.739602660994738","14.112595708756267","15.653429563018204","28.76185146621045"
Tata Steel Ltd,TATASTEEL,"Iron & Steel","188001.98500746","-4.491155340663164","-1.5999186599368813","-1.9203532718826393","11.30350005011201","4.085603575591156","4.762094861198428","15.378284238570819","7.029211186106279","9.425311962436925","1.7102372472117362","15.594196220501951","8.785348772244753","3.7215899882124392"
SBI Life Insurance Company Ltd,SBILIFE,"Insurance","184599.47890473","13.562753616337767","0.5312878082679814","1.4167983262093033","14.768863171463703","0.6745072711649936","2.052935146001344","2.489074180999084","1.611493350638202","13.828399552761928","12.70256818901333","30.991649512710296","21.78712436256906","0.5289893161867568"
Grasim Industries Ltd,GRASIM,"Cement","182708.35982911","4.29557733460117","1.5019882920812557","4.250310924266872","5.254392726720857","1.9795746829959708","5.7797622167820935","22.55555738008688","21.142819920251647","5.900572944329886","5.397419272164497","5.939206396671494","-8.100376282973501","7.187493010668515"
Vedanta Ltd,VEDL,"Metals - Diversified","175007.53134748","9.265978840605055","2.245393606004667","2.8246065274464596","11.076602399172081","4.116191265337519","5.695476037483677","24.986794634112968","27.02066980289724","10.395829832932279","10.559815064534773","23.88341363811165","23.757612910963925","27.250883908749557"
ABB India Ltd,ABB,"Heavy Electrical Equipments","164975.967646875","22.823389541170968","12.225250523883076","11.55587767637589","14.648565927956671","7.406422427197735","7.539290608498257","11.866320538097192","16.650679508494914","14.196125059844743","21.006143239933415","8.8122908710407","12.574000694069056","27.88912031508113"
Power Finance Corporation Ltd,PFC,"Specialized Finance","162381.5071008","16.048381405403234","2.0425085154478695","21.57658117521045","14.783176705573899","1.677928117180003","17.63765341952481","30.397859174627","36.73210414456772","1.6670926948861564","1.9835551251413308","-69.32554809643788","-106.80698992151108","3.4177867998560854"
Pidilite Industries Ltd,PIDILITIND,"Diversified Chemicals","162364.68920115","21.532559750929625","15.317477750694405","13.810027278593013","21.070925957465374","14.792438908827359","13.398148009849868","20.938220966923122","22.129519015159744","19.318513366235017","19.785254259134977","16.1060064212408","21.752841253920902","26.1967249513097"
Tech Mahindra Ltd,TECHM,"IT Services & Consulting","157064.23643592","8.490228027691028","5.299838271539739","4.45516024254152","16.88064110740924","10.433770151047707","9.515666883505052","16.707085159156783","10.267200021162871","15.520251654573936","9.264406151565707","13.252727707542638","12.048470510875253","11.845083108163452"
Hindalco Industries Ltd,HINDALCO,"Metals - Aluminium","153315.464240575","10.105784827888185","4.4714802779318905","4.668471839759474","10.566239644638445","3.998274645780259","4.3804126623981485","12.509230327863254","11.672788624651186","8.285887173566257","8.622694799800632","10.35226548359757","11.05906042119684","10.427607777233154"
Ambuja Cements Ltd,AMBUJACEM,"Cement","152738.28687078","7.983687946032733","6.11509447623415","10.349355376989525",,,"8.393299366861815","18.62696163821905","22.57021091413293",,"7.475364686833293","3.6374197686517706","16.336043652133604","11.625764440594079"
HDFC Life Insurance Company Ltd,HDFCLIFE,"Insurance","150359.49434524","11.381916297082906","0.5716104408518637","1.543125489612887","14.070933722136214","0.7299627577449511","2.3319031262673096","2.56686255103705","1.035266244020861","12.373393754305557","10.079756153006356","13.437076627179827","10.510446332840589","0.33258719102519557"
Britannia Industries Ltd,BRITANNIA,"FMCG - Foods","147489.6793482","56.83033840956535","23.2305867601039","12.599383517483197","52.07700288192139","22.775217926130406","12.524879185952027","19.15268764223344","19.88953952229965","33.69423570986209","38.199596085544975","13.118322048067366","15.149925368520531","61.708731945884274"
Godrej Consumer Products Ltd,GODREJCP,"FMCG - Personal Products","146493.899834605","-4.247749386196227","-3.1289998643569703","-3.9021765311108956","13.15213916398796","8.187657699574771","10.689318453289022","17.546740462976793","5.212369457558834","11.386031171014967","-1.5863956052707855","15.217538180599401","14.409616110200721","3.9666482837489356"
Bharat Petroleum Corporation Ltd,BPCL,"Oil & Gas - Refining & Marketing","145817.16945168","41.590842558312744","13.754157727059537","5.950339898492921","22.113415439279485","6.816670165243136","3.5161457633338893","7.138396855761444","10.43782325216337","12.66035491984179","23.809214110952155","5.7925173242447485","7.961282749301597","33.19499660877825"
Divi's Laboratories Ltd,DIVISLAB,"Labs & Life Sciences Services","145188.7484307","12.149745614701192","10.707712899447884","19.550342130987293","19.680799768061046","17.110261307276964","25.506341818104588","37.245669246030005","31.097262952101662","18.31101552856986","11.816708413142774","23.250604969780788","15.40811339198436","15.279932308560145"
Bajaj Housing Finance Ltd,BAJAJHFL,"Consumer Finance","144626.595609566","15.228425949423597","2.3637431225830094","22.72625237768306","11.56903679811896","1.8810243781436324","18.809897273742397","25.61890073114437","28.892147377623985","1.6223963969919233","2.127777773680903","-266.9578431711963","-202.52950033540262","2.7782912477886867"
REC Limited,RECLTD,"Specialized Finance","143787.19652","22.194046697454382","2.790874215039129","29.735325321628224","19.819774172712446","2.318629853201728","24.723653854674914","31.693447676603437","37.8042148584344","2.338272124642684","2.747130002801419","-89.84881142016441","-121.33941039573708","3.5651264124404114"
Gail (India) Ltd,GAIL,"Gas Distribution","143297.28573954199","13.912899510873919","8.513982307582854","7.2827221752895435","15.029522711262297","9.764725406241999","9.281607623917807","14.376017465378052","12.496524801057536","12.501361848535065","10.726809041964575","9.42632348054665","9.259143865474725","12.916800102913712"
Tata Power Company Ltd,TATAPOWER,"Power Transmission & Distribution","140786.66044082","10.191366075937367","2.767166407374659","5.692766347923091","7.529358361166004","1.9114979140347583","4.285766697825296","23.613870069838402","21.79555202622438","7.95099980728223","9.051585584438195","18.609996270721766","19.399854209736223","10.59809390051642"
Samvardhana Motherson International Ltd,MOTHERSON,"Auto Parts","138347.418608256","10.329249093024787","3.733408105957184","2.7404004766089174","7.165675307941936","2.576711754090244","1.937828594008706","8.581070593356987","9.546202514404692","6.1987169248563045","9.405161059799623","7.279538686786047","7.6363364875213","13.310753837964603"
Shriram Finance Ltd,SHRIRAMFIN,"Consumer Finance","134404.88220208","15.760969392967619","3.2108804788297824","20.23008821851764","14.322952895705418","2.590301224312104","16.707642172724753","23.63186629776622","28.967052691910236","2.3998035215069","3.004566942731857","-45.664046690746254","-85.41295290499352","4.15723253246061"
Cholamandalam Investment and Finance Company Ltd,CHOLAFIN,"Consumer Finance","133640.062908825","20.153957030395997","2.5304414347928343","17.61113745869566","18.486608031126114","2.383243947009772","17.37264257791065","24.890198490259234","24.7343056364435","2.201432436978884","2.2198362646341114","-112.12369355750063","-183.74402094349756","3.736522245131166"
Cipla Ltd,CIPLA,"Pharmaceuticals","133376.5963872","16.317842293916737","13.331332229168037","15.540902828210148","13.045876220652938","9.912307289958532","12.049853370979275","22.676050767625007","25.801771147475204","12.158218263880315","15.391674652269907","16.300442609934766","15.58750800319449","21.225605385175804"
Eicher Motors Ltd,EICHERMOT,"Trucks & Buses","132929.03647485","24.22226063172053","18.911595719211945","22.154759551412912","18.23978177365095","14.326734552279357","18.015567909097992","27.689054137134782","32.39592521776783","16.855055704116133","21.943658722434954","17.78610375182011","20.619268556987315","26.914870941428674"
TVS Motor Company Ltd,TVSMOTOR,"Two Wheelers","132299.88407115","25.13039305683054","4.377422336620531","4.296422777152739","19.740773512040597","3.6264750157696577","3.5788204987359533","12.442104448063905","14.281987314321126","9.436120343464475","10.78291758672738","-3.09544356356375","-3.1914703892122818","22.107736208565072"
JSW Energy Ltd,JSWENERGY,"Power Generation","130963.1188866","8.668067812506763","3.2447604448537555","14.406519566644507","8.631046391730516","4.104196422715949","14.123171987744303","43.740596982118554","48.95294722713531","7.881211355294509","7.180662370184692","35.800091653567215","52.13002337376702","8.357478136007373"
Macrotech Developers Ltd,LODHA,"Real Estate","128223.28904471999","10.232207907156461","3.5892362301782197","14.796313099957008","8.848591362227417","1.929307337219908","7.794022697707109","20.073471967455077","25.915277711447526","6.352611109251177","8.048637422914119","29.469007537487506","23.99637040928411","12.692399127976081"
Havells India Ltd,HAVELLS,"Electrical Components & Equipments","124618.9727346","18.06056049476233","10.77365830540143","6.745379391760788","19.147330238964173","11.293292673435143","7.7939923549569485","12.89071038229614","11.306775264252755","18.175680211921367","17.483664347502906","8.152738436344539","10.366224905077084","21.983628664439127"
Bank of Baroda Ltd,BANKBARODA,"Public Banks","123026.70623841001","16.551217493472166","1.1775631964106519","13.237093213783638","8.770839341337513","0.6102939981435038","7.676205563064616","12.396385116654985","19.39712951260453",,,"0.5454565543456513","-4.425177799967287","8.418065087704582"
Bajaj Holdings and Investment Ltd,BAJAJHLDNG,"Asset Management","120119.085343","12.690056125726237","12.28096383937768","94.76382100887236","10.044611152746834","9.78058848819253","91.95175374315642","97.10644067309372","98.14324610497655","9.245524164538583","11.52910511219413","31.445039938722648","25.312045232866847","11.515915073294455"
Punjab National Bank,PNB,"Public Banks","119744.79419325","8.499987260099036","0.5885252985585573","7.390872995745497","3.9834738551411575","0.2825729379878739","3.7012291201244985","6.52507918227416","12.226322762325799",,,"7.092385939237367","-22.67402194003112","6.413057429584971"
Hero MotoCorp Ltd,HEROMOTOCO,"Two Wheelers","119283.14088405","21.636910952413988","14.958432045491687","9.690796508360089","19.808139144460796","13.988256989926787","9.312718722919676","14.78241485783752","15.329828098944294","18.945261028906323","20.721241495842424","11.647339950633535","12.739822519690417","27.043846397849304"
Tata Consumer Products Ltd,TATACONSUM,"Tea & Coffee","118812.524941495","6.65642257430705","4.543052624262267","7.4447932785683255","5.857358535728983","4.425678767670991","7.067743330786246","13.887283914656454","14.255472133072136","5.466336325003027","6.121161841598792","12.001766234881114","12.53395308019237","8.417351770819408"
Adani Energy Solutions Ltd,ADANIENSOL,"Power Infrastructure","117713.68608958","8.557765746513219","2.0223680723050665","6.605061704662078","10.29271269636605","2.432227458267179","8.417915843176246","41.21639539302244","36.71759888165564","8.559171617058059","7.688745820102822","34.78642543835666","35.065113823598246","8.988674958028122"
Dabur India Ltd,DABUR,"FMCG - Personal Products","115980.05677263999","18.665239096842626","12.810337923516727","14.299394246035758","21.29041397593612","14.814413658501886","15.434168398716816","22.51842377320846","22.365637624724332","18.86948816107339","16.85662790309021","16.673428033408324","15.624742946450604","22.196813318159517"
Indusind Bank Ltd,INDUSINDBK,"Private Banks","115309.91155995","15.188433612472615","1.8429673768359347","16.279728086365903","12.427967927858699","1.4448211218332236","13.262000994668949","18.728677251699132","22.563170086743824",,,"15.125210042958754","-30.69189057445618","9.116611398863569"
Torrent Pharmaceuticals Ltd,TORNTPHARM,"Pharmaceuticals","113704.1300224","25.37692792062647","11.378049249605722","15.232299043693631","20.8017076570126","8.478480345115958","13.057210023715296","29.34159058481712","32.31467712819326","14.263256145328162","18.47695689224857","23.4811877337808","30.035322366019162","29.79747142133436"
CG Power and Industrial Solutions Ltd,CGPOWER,"Heavy Electrical Equipments","113604.87758655","59.332544732974235","27.7269680277462","16.262852349834635",,"16.312534241607626","8.985041665589264","15.490339785200373","20.815279452423226",,"47.55007064728724","6.726736427579021","4.524277863757685","55.121809910962405"
Indus Towers Ltd,INDUSTOWER,"Telecom Infrastructure","112967.5169418","25.073367076303825","11.784849668098394","20.06041854297592","23.442764936369304","11.879121658653546","22.59272287824168","51.982371121844224","53.32684171870482","15.436983466215429","16.60717514053033","34.85545897839876","38.491397502833166","21.846334916464485"
United Spirits Ltd,UNITDSPR,"Alcoholic Beverages","111848.377420075","21.463414634146343","13.478843576488607","12.162045434914054","18.057022273825044","9.403617089779472","8.516027884613653","15.868734673355817","19.0722985229334","16.404125417314155","20.09206607094503","11.135693916969542","9.65707869050704","26.577753334249966"
Indian Overseas Bank,IOB,"Public Banks","111297.403363328","10.167000746984652","0.801331835479359","8.965936866506544",,,,,"12.643213457213138",,,"0","-3.7635838992135144","5.205615088554225"
Suzlon Energy Ltd,SUZLON,"Renewable Energy Equipment & Services","110280.755495322","26.311647690484033","10.397247764202046","10.042246324356881",,"4.421958229346755","-9.161762473626771","14.766960647921909","15.411392212563799",,"20.259424402107832","1.6043494407635897","1.2094493074522639","19.754830138819287"
Rail Vikas Nigam Ltd,RVNL,"Specialized Finance","110214.162486","19.688532739704993","8.295442749431029","6.791706895763268","18.473772471369823","7.077937566870132","5.960643453774121","9.910339572740224","11.4036654423216","12.4995736214555","14.499501636513337","2.702296161629426","12.745742618338257","17.444672170678906"
Dr Reddy's Laboratories Ltd,DRREDDY,"Pharmaceuticals","109403.24475006","21.644558011210506","15.714873332131262","19.287277706508615","16.024254241435067","10.945514277921731","13.572198113956187","23.6055740669451","30.57423729516841","13.959671611788867","19.00068744877184","17.219913990382686","15.70983502823296","25.254096198576992"
Zydus Lifesciences Ltd,ZYDUSLIFE,"Pharmaceuticals","108668.23975005","18.470970258363863","14.1903033846052","19.435491993151373","16.215677325186295","10.617656805759344","15.800798456492434","24.26047245476979","28.588981770571053","13.296142356703516","17.203939613547657","17.3564015140451","16.25490986000604","20.91161373251726"
ICICI Prudential Life Insurance Company Ltd,ICICIPRULI,"Insurance","108416.66564778","8.065561367072","0.3066331478153668","0.9275510734799451","10.339811032257353","0.42835751295318614","1.9067599582370547","2.4375518806223533","1.244738038349608","9.11474459875969","6.970153081499306","8.336826106667807","-7.976080024886476","0.3503474038519689"
ICICI Lombard General Insurance Company Ltd,ICICIGI,"Insurance","105859.63375546","16.941969962417684","3.241011766508427","9.312585306754832","18.36868152285959","3.3168499098911353","9.59887026428332","13.554333740649861","13.052103375769088","16.377163266349545","15.674742095798925","14.47575944367078","11.682147274164018","19.6778754628403"
Cummins India Ltd,CUMMINSIND,"Industrial Machinery","104338.08","27.81733405763362","20.374974465855306","17.879072222689835","19.937204721318754","14.594522190989187","14.561471018252751","20.762884563159748","24.84758552823682","18.381895760963104","25.937115130651563","12.273437162983166","13.356360466070827","32.284431510158285"
Jindal Steel And Power Ltd,JINDALSTEL,"Iron & Steel","103692.21365373001","14.177954648795133","8.019296806835984","11.756675024573825","10.149751356534658","4.805486641813624","7.784865279065151","22.948804595579432","20.504919220645775","10.330121114972755","11.813656319811619","22.80182328748719","11.895119978697732","12.024769861016601"
