Name,Ticker,"Sub-Sector","Market Cap","PE Ratio","PB Ratio","PS Ratio","Dividend Yield","EV/EBITDA Ratio","EV / Revenue Ratio","EV / Free Cash Flow","Price / Free Cash Flow","Price / CFO","EV / Invested Capital","Price / Sales","EV / EBIT Ratio","Sector PB","Sector PE","Sector Dividend Yield"
Kalyani Forge Ltd,KALYANIFRG,"Iron & Steel","183.039773","40.31713061674017","2.2319201682721617","0.7605425395770142",,"13.424691088550487","0.9889881289732829",,,,"1.6654056325216902","0.7605425395770142","20.679389487402275","3.6662453399453305","32.198868092644055","1.1571707320772924"
Sikko Industries Ltd,SIKKO,"Fertilizers & Agro Chemicals","182.7336","45.119407407407536","6.556641550053821","2.8238850254983774",,"24.939629629629664","2.913670220985937","157.11966666666666","152.278","84.99237209302326","5.584822274881516","2.8238850254983774","27.564853801169633","3.6662453399453305","32.198868092644055","1.1571707320772924"
Syschem (India) Ltd,SYSCHEM,"Pharmaceuticals","182.692129","66.19280036231939","3.207939051799825","0.7819051102075755",,"25.600297762237844","0.7834030772523005",,,,"3.188887264808362","0.7819051102075755","41.9821396788993","6.5551937051261975","51.23023092207714","0.48108310721408415"
Chetana Education Ltd,CHETANA,"Education Services","182.682","15.160331950207453","7.234930693069306","1.9500640478223739",,"10.749859943977585","2.4579632792485056","35.10091463414634","27.847865853658536","26.36103896103896","3.008780870246962","1.9500640478223739","11.156104651162785","7.273486839446574","43.2017612050237","0.4559918237589867"
Kkalpana Industries (India) Ltd,KKALPANAIND,"Specialty Chemicals","182.59555713","829.9798051363482","5.081980437795714","2.2542661374074076",,"24.91494443404734","2.7283402114814814","1299.9738654705889","1074.0915125294123","97.12529634574469","2.759340206392808","2.2542661374074076","37.07979146476507","3.6662453399453305","32.198868092644055","1.1571707320772924"
Shradha AI Technologies Ltd,SHRAAITECH,"Oil & Gas Drilling","182.418402576","28.54748084131456","3.265635563480129","9.718614948108685","1.6706762897620957","19.788807634862387","9.193308608204582","49.728646275504325","52.57014483458214","46.77394937846154","3.07316834507569","9.718614948108685","19.925912537644344","1.7847787623946858","13.697295110650469","1.876426309718709"
Sal Automotive Ltd,SALAUTO,"Auto Parts","182.03437096","35.69301391372591","4.686775771369721","0.5901010469398341","0.5927291886195996","14.874771602919774","0.6606080490145229","30.27999568499257","27.048197765230313","16.654562759377857","3.1022129846247526","0.5901010469398341","21.249673718456858","7.273486839446574","43.2017612050237","0.4559918237589867"
Basant Agro Tech (India) Ltd,BASANTGL,"Commodity Chemicals","181.98002","46.07089113924052","1.044961355153603","0.4426337654756403","0.24900398406374502","12.504445185185185","0.8212001556685232",,,,"1.0218832894458063","0.4426337654756403","17.025719616742307","3.6662453399453305","32.198868092644055","1.1571707320772924"
Genpharmasec Ltd,GENPHARMA,"Commodities Trading","181.464698","-1512.2058166666995","2.8120982178831557","5.840511683295784",,"232.37281408450616","5.310096491792725",,,,"2.411351914644841","5.840511683295784","246.2458179104468","7.221409012046209","51.941616477186834","0.4516689203640393"
Greenchef Appliances Ltd,GREENCHEF,"Home Electronics & Appliances","181.4039928","37.557762484472285","1.5837610686223158","0.5470731710847734",,"19.56808934831465","0.7878222889713201",,,,"1.1092267538533396","0.5470731710847734","22.57856463267076","7.273486839446574","43.2017612050237","0.4559918237589867"
Gillanders Arbuthnot & Co Ltd,GILLANDERS,"Conglomerates","181.388598654","-3.729973239851939","0.7901921091439773","0.48125175414289884",,,"0.784374515544825","10.406145675959168","6.384674363041182","5.543661328056235","0.8528446521101976","0.48125175414289884",,"7.221409012046209","51.941616477186834","0.4516689203640393"
Trishakti Industries Ltd,TRISHAKT,"Oil & Gas - Equipment & Services","181.35513","262.83352173912874","17.387836049856183","1.343769487255483","0.12403619351710647","132.2957153284667","1.3429544309425012","129.46080714285713","129.53937857142856","117.00330967741935","16.58235407136322","1.343769487255483","184.94401020408077","1.7847787623946858","13.697295110650469","1.876426309718709"
Key Corp Ltd,KEYCORP,"Consumer Finance","181.35","5.744377573645866","2.866740436294657","5.616289873025704",,"5.728652751423149","5.609786311551564",,,,"2.863420803035093","5.616289873025704","5.737725688945201","2.5848589347625337","18.559317201667593","0.7618004589993831"
Polson Ltd,POLSON,"Commodity Chemicals","181.3446","34.941156069364226","1.4909528899120286","1.8559471906662575",,"12.757862149532718","2.235335175519394","14.266139777922929","11.844846505551928","7.14517730496454","1.3673987353659298","1.8559471906662575","19.209727352682513","3.6662453399453305","32.198868092644055","1.1571707320772924"
Swati Projects Ltd,SWATIPRO,,"180.9415","328.9845454545454","14.95384297520661","123.08945578231292",,"220.53841463414636","123.02142857142857",,,,"14.945578512396695","123.08945578231292","244.3804054054054","0.3806701897201169","8.73681365226353","0.12578182886250464"
Advik Capital Ltd,ADVIKCA,,"180.85208054400002","28.391221435478847","1.5904676857268492","0.2132538741881471",,"27.287285020399608","0.3059949538287386",,,,"1.3489036310635203","0.2132538741881471","28.865637435372665","0.3806701897201169","8.73681365226353","0.12578182886250464"
