Name,Ticker,"Sub-Sector","Market Cap","Close Price","1W Return","1M Return","6M Return","1Y Return","1W Change in Volume","1M Average Volume","3M Average Volume","1W Return vs Nifty","1M Return vs Nifty","6M Return vs Nifty","1Y Return vs Nifty","% Away From 52W High","% Away From 52W Low","5Y CAGR"
Power Mech Projects Ltd,POWERMECH,"Construction & Engineering","10232.77098726","6473.1","1.4975882397978744","10.563803169307759","38.95543534260692","52.81161473087819","-27.31686652763295","118592.375","94993.69230769231","-0.34482170143040647","7.155649924655419","23.894249345336377","26.76397226789398","15.09168713599356","92.36838586011682","57.05791807021194"
Symphony Ltd,SYMPHONY,"Home Electronics & Appliances","10228.047025","1483.25","-1.1414291503444458","-14.114713216957604","78.20027632606475","64.12171507607192","-18.15653987356896","168009.54166666666","297435.5076923077","-2.983839091572727","-17.522866461609944","63.13909032879421","38.07407261308771","17.89988201584358","80.88414634146342","3.7581172396049745"
IIFL Securities Ltd,IIFLSEC,"Diversified Financials","10221.5784958","331","9.954902288291281","52.38425925925925","195.27207850133811","316.87657430730474","6.649497401919629","1790543","1517559.0153846154","8.112492347063","48.97610601460691","180.21089250406757","290.82893184432055","5.1359516616314105","339.28334439283344",
Shriram Pistons & Rings Ltd,SHRIPISTON,"Auto Parts","10195.55201392","2314.55","-1.9894934492288714","16.140000000000008","32.627567830845486","122.4673202614379","-42.75884529567471","209727.16666666666","146545.44615384616","-3.8319033904571524","12.731846755347668","17.566381833574944","96.41967779845369","3.648657406407274","143.91927494994206","43.45256507685211"
RedTape,REDTAPE,"Retail - Apparel","10181.333973","736.7","-2.0423395304654575","8.876319758672702","23.92968290015981","61.8054030309686","-38.5325895773657","141310.20833333334","138917.8","-3.8847494716937385","5.468166514020362","8.86849690288927","35.75776056798439","9.956563051445633","71.72494172494173",
Just Dial Ltd,JUSTDIAL,"Online Services","10181.02256104","1197.2","-4.61900320369845","-7.764705882352941","52.89910600255429","69.15577534440128","95.20289643130947","421742.2083333333","729702.3384615384","-6.461413144926731","-11.172859127005282","37.83792000528375","43.10813288141706","15.598897427330428","72.74366928793019","11.126351477949402"
Birla Corporation Ltd,BIRLACORPN,"Cement","10135.828798875","1316.25","0.015102888427415176","2.766139044072012","-7.227939103467717","8.275408217825847","-29.681001835459213","99442.375","133360.53846153847","-1.8273070528008657","-0.642014200580328","-22.28912510073826","-17.772234245158366","36.90408357075023","15.678692270510176","18.47514746135697"
HMT Ltd,HMT,"Industrial Machinery","10126.4106924","84.1","9.282178217821782","0.34090909090908766","78.36691410392363","120.73490813648291","4.65783124103927","32993.958333333336","63003.04615384615","7.439768276593501","-3.0672441537432524","63.30572810665309","94.6872656734987","24.851367419738413","140.28571428571425","40.796053443910374"
Sheela Foam Ltd,SFL,"Home Furnishing","10081.67837775","927.5","-0.17765814266486968","1.4998905189402283","-3.8561210739089917","-19.284657558088934","10.996745978629619","79370.66666666667","120844.64615384616","-2.0200680838931504","-1.9082627257121119","-18.917307071179533","-45.332300021073145","39.83827493261456","8.606557377049185","8.040797305390068"
Shree Renuka Sugars Ltd,RENUKA,"Sugar","10078.399075155","47.35","-0.8860759493670922","0.9237379162191187","12.470308788598574","-12.395929694727096","258.59976260940044","14486384.625","22575914.507692307","-2.728485890595373","-2.4844153284332213","-2.5908772086719676","-38.44357215771131","20.908130939809922","29.54856361149112","43.066706143269194"
Valor Estate Ltd,DBREALTY,"Real Estate","10027.842838892999","186.23","-4.273892421031385","-5.334331337325348","-13.421664342166437","8.336242001163457","38.77659420632329","1902456.625","3427144.030769231","-6.116302362259666","-8.742484581977688","-28.48285033943698","-17.71140046182075","52.98287064382752","37.388417558096634","82.89492307289328"
GMR Power and Urban Infra Ltd,GMRP&UI,"Power Generation","10015.569914134","140.11","-0.644019815994356","28.011306647214358","202.28694714131612","202.94054054054058","-28.097042016345316","6696878.625","5509101.615384615","-2.486429757222637","24.603153402562018","187.22576114404558","176.89289807755637","10.291913496538418","371.75084175084174",
Thomas Cook (India) Ltd,THOMASCOOK,"Tour & Travel Services","9997.298186788","214.82","0.4212962962962947","11.98244708311823","45.69006442861988","77.53719008264463","-69.79266940785216","1138221.625","1255648.6615384615","-1.421113644931986","8.57429383846589","30.628878431349335","51.489547619660414","22.89358532725072","89.18538088947601","7.95615731648891"
CCL Products (India) Ltd,CCL,"Tea & Coffee","9987.888416","748","-4.837869514259666","5.4701594861802665","29.065654387024423","14.128776319804702","241.68493869861956","768015.0416666666","504554.95384615386","-6.680279455487947","2.0620062415279263","14.004468389753882","-11.918866143179509","14.3048128342246","35.605511240028996","25.010675727326202"
Latent View Analytics Ltd,LATENTVIEW,"IT Services & Consulting","9931.15451652","482.1","-0.8462623413258087","-1.16489254870455","9.630471859010806","13.850513637973796","-9.060538325738548","404056.125","391320.04615384614","-2.6886722825540894","-4.57304579335689","-5.430714138259736","-12.197128825010415","19.269861024683664","22.718594883543332",
Saregama India Ltd,SAREGAMA,"Movies & TV Serials","9914.41780245","515.55","-2.1603773584905746","0.2998065764023123","44.756422855538396","28.63023952095807","-49.14177714734014","220242.16666666666","403018.2153846154","-4.002787299718856","-3.108346668250028","29.695236858267855","2.58259705797386","12.772766947919711","66.52131782945733","74.88878922571543"
Senco Gold Ltd,SENCO,"Precious Metals, Jewellery & Watches","9799.63485608","1260.85","2.86987236092157","12.432550998025887","67.68852240989493","166.3673814302313","-10.120274155823434","426971.4166666667","423147.6","1.027462419693289","9.024397753373547","52.62733641262439","140.31973896724708","5.405083871991123","173.41429036105387",
Aurionpro Solutions Ltd,AURIONPRO,"IT Services & Consulting","9747.1975109","1765.3","-4.898679807109543","2.298817993707302","91.6200814111262","179.74011568021552","-61.37018257992335","105194.66666666667","100047.13846153846","-6.741089748337824","-1.1093352509450383","76.55889541385565","153.6924732172313","12.827847957854189","197.94092827004218","105.6437225162754"
Brookfield India Real Estate Trust,BIRET,"Real Estate","9717.190029927","281.15","3.383718812602427","6.013296481661301","13.161601931978263","15.036824877250398","-37.80930681850604","260082.875","220645.03076923077","1.5413088713741463","2.6051432370089604","-1.899584065292279","-11.010817585733813","1.369375778054427","21.13313227057303",
ELANTAS Beck India Ltd,ELANTAS,"Electrical Components & Equipments","9701.42157068","12237.4","3.4181596608075413","8.179263029766522","49.46442748091602","73.71936374541298","-24.63917525773196","783.4583333333334","1012.6769230769231","1.5757497195792605","4.771109785114183","34.40324148364548","47.67172128242876","6.215372546455944","89.87432117920868","39.66225296390893"
Allied Blenders and Distillers Ltd,ABDL,"Alcoholic Beverages","9669.57992007","345.7","-1.6903409090909058","13.850962329330489","8.74488832966342","8.74488832966342","-51.06846727709983","1547166.3333333333",,"-3.5327508503191867","10.44280908467815","-6.316297667607122","-17.30275413332079","7.723459647092845","22.566920758730703",
Gujarat Narmada Valley Fertilizers & Chemicals Ltd,GNFC,"Fertilizers & Agro Chemicals","9623.14532967","654.9","-3.703703703703707","-0.35880601572639476","5.501409585179215","5.979448175418712","-4.469012099546267","1071882.5416666667","2175685.5384615385","-5.546113644931988","-3.766959260378735","-9.559776412091328","-20.068194287565497","24.431210871888844","10.95298602287167","27.87291539001697"
Prudent Corporate Advisory Services Ltd,PRUDENT,"Asset Management","9601.5879918","2318.85","-3.582482850928563","-6.517022527728768","86.63527707352407","98.42125529457064","16.235001463271875","129048.91666666667","85931.0923076923","-5.424892792156844","-9.925175772381108","71.57409107625352","72.37361283158643","18.062832869741463","115.5866493120119",
India Grid Trust,INDIGRID,"Power Transmission & Distribution","9591.90281","141.24","1.1347517730496413","2.5899280575539527","8.022944550669223","2.355243133560403","53.367587208208896","1710703.7083333333","863818.8461538461","-0.7076581681786396","-0.8182251870983874","-7.038241446601319","-23.692399329423807","2.166525063721325","12.095238095238091","10.663812923966276"
Time Technoplast Ltd,TIMETECHNO,"Plastic Products","9562.79084124","421.4","7.016274864376136","12.523767270883518","110.17456359102242","175.6951259404645","55.89486824972818","1520634.0833333333","1899216.2461538462","5.173864923147855","9.115614026231178","95.11337759375188","149.64748347748028","6.027527289985768","200.78515346181297","44.60352354185695"
Force Motors Ltd,FORCEMOT,"Four Wheelers","9498.96491973","6937.6","-3.9401360544217736","-14.585047181224295","0.9347697992972859","84.15799532809515","-25.07735727158353","29628.208333333332","30109.476923076923","-5.782545995650055","-17.993200425876637","-14.126416197973256","58.11035286511094","48.14705373616235","118.06751744514995","43.09608307343487"
F D C Ltd,FDC,"Pharmaceuticals","9482.05929216","582.4","-3.244406196213429","16.05078447563997","35.064935064935064","58.17490494296578","98.59140135463073","1569359.5833333333","791708.6615384616","-5.08681613744171","12.642631230987629","20.003749067664522","32.12726247998157","13.12671703296704","69.64753859598018","27.65553244115204"
Network18 Media & Investments Ltd,NETWORK18,"Movies & TV Serials","9464.414611760001","90.4","-0.3758982863460513","-5.207237534188936","-2.4811218985976238","36.65910808767951","-23.02651854430299","5343666.958333333","4609884.969230769","-2.218308227574332","-8.615390778841276","-17.542307895868166","10.611465624695303","50.11061946902653","43.949044585987274","29.73186595855637"
Equitas Small Finance Bank Ltd,EQUITASBNK,"Private Banks","9440.851493111","82.97","2.9630532861846026","0.8238805970149227","-10.736955352339972","-1.984642646190203","-61.58343486218483","5068255.375","5527004.276923077","1.1206433449563218","-2.5842726476374174","-25.798141349610514","-28.032285109174413","40.412197179703504","11.219839142091171",
Eureka Forbes Ltd,EUREKAFORB,"Home Electronics & Appliances","9435.982534799941","524.95","4.979999999999995","13.577842691766744","17.176339285714295","1.9716394716394894","-20.445172318984376","592630.25","537377.2923076923","3.137590058771714","10.169689447114404","2.1151532884437536","-24.076002991344723","12.010667682636434","32.1792773511268",
Max Estates Ltd,MAXESTATES,"Real Estate","9434.02059611","586.7","-8.117347750039745","0.051943554670603104","131.53117600631415","107.27786610139552","-69.98348066228672","318487.5","226635.36923076923","-9.959757691268026","-3.356209689981737","116.46999000904361","81.2302236384113","19.098346684847446","141.68898043254381",
CMS Info Systems Ltd,CMSINFO,"Software Services","9400.16454928","576.05","2.8062157221206623","1.3334534642760567","48.888601705867146","62.77196948290477","42.426064732286676","711620.9166666666","827323.0923076923","0.9638057808923814","-2.0746997803762834","33.827415708596604","36.724327019920565","4.487457685964769","67.43205929370728",
Shoppers Stop Ltd,SHOPERSTOP,"Retail - Department Stores","9377.290626144999","852.65","6.693251533742326","13.141630342853427","11.058287202865515","21.34775492777343","-97.69955614854628","180863.58333333334","147156.07692307694","4.850841592514045","9.733477098201087","-4.002898794405027","-4.699887535210781","10.643288570925936","38.41720779220778","17.854971107838423"
Gallantt Ispat Ltd,GALLANTT,"Iron & Steel","9355.668642375","387.75","4.024390243902445","13.096641131408383","100.85470085470085","311.18769883351007","17.766560727861904","54361.75","89302.06153846154","2.181980302674164","9.688487886756043","85.79351485743031","285.1400563705259","2.604771115409421","392.3809523809524","64.90162573677216"
SBFC Finance Ltd,SBFC,"Specialized Finance","9350.438663885001","86.99","1.2479589456496472","2.575918704950971","9.01002506265664","1.5645067133683468","35.30675643844502","2222324.9166666665","1805736.0923076924","-0.5944509955786337","-0.8322345397013691","-6.051160934613902","-24.483135749615865","12.65662719852858","20.15193370165744",
Avanti Feeds Ltd,AVANTIFEED,"Packaged Foods & Meats","9341.0003928","685.6","-1.5543666859456333","-2.484961329132057","34.827925270403156","53.70474162089452","-2.299276130168903","579410.125","1989839.2461538462","-3.396776627173914","-5.893114573784397","19.766739273132615","27.657099157910306","15.665110851808638","77.66260689297748","14.008271768480673"
